feature,importance,fold
BURO_CREDIT_DAY_OVERDUE_MAX,28,3
BURO_CREDIT_DAY_OVERDUE_MEAN,36,3
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,1552,3
BURO_AMT_CREDIT_SUM_MAX,1163,3
BURO_AMT_CREDIT_SUM_MEAN,1529,3
BURO_AMT_CREDIT_SUM_SUM,1293,3
BURO_AMT_CREDIT_SUM_DEBT_MAX,927,3
BURO_AMT_CREDIT_SUM_DEBT_MEAN,1190,3
BURO_AMT_CREDIT_SUM_DEBT_SUM,649,3
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,158,3
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,696,3
BURO_AMT_CREDIT_SUM_LIMIT_SUM,233,3
BURO_AMT_ANNUITY_MAX,367,3
BURO_AMT_ANNUITY_MEAN,467,3
BURO_CNT_CREDIT_PROLONG_SUM,41,3
BURO_MONTHS_BALANCE_MIN_MIN,334,3
BURO_MONTHS_BALANCE_MAX_MAX,95,3
BURO_MONTHS_BALANCE_SIZE_MEAN,539,3
BURO_MONTHS_BALANCE_SIZE_SUM,464,3
BURO_CREDIT_ACTIVE_Active_MEAN,457,3
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,3
BURO_CREDIT_ACTIVE_Closed_MEAN,476,3
BURO_CREDIT_ACTIVE_Sold_MEAN,98,3
BURO_CREDIT_ACTIVE_nan_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,3
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,3
BURO_CREDIT_CURRENCY_nan_MEAN,0,3
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,34,3
BURO_CREDIT_TYPE_Car_loan_MEAN,222,3
BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0,3
BURO_CREDIT_TYPE_Consumer_credit_MEAN,776,3
BURO_CREDIT_TYPE_Credit_card_MEAN,859,3
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,25,3
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,3
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,3
BURO_CREDIT_TYPE_Microloan_MEAN,268,3
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,3
BURO_CREDIT_TYPE_Mortgage_MEAN,188,3
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,3
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,3
BURO_CREDIT_TYPE_nan_MEAN,0,3
BURO_STATUS_0_MEAN_MEAN,920,3
BURO_STATUS_1_MEAN_MEAN,463,3
BURO_STATUS_2_MEAN_MEAN,101,3
BURO_STATUS_3_MEAN_MEAN,12,3
BURO_STATUS_4_MEAN_MEAN,38,3
BURO_STATUS_5_MEAN_MEAN,20,3
BURO_STATUS_C_MEAN_MEAN,520,3
BURO_STATUS_X_MEAN_MEAN,620,3
BURO_STATUS_nan_MEAN_MEAN,0,3
ACTIVE_DAYS_CREDIT_MIN,1251,3
ACTIVE_DAYS_CREDIT_MAX,1679,3
ACTIVE_DAYS_CREDIT_MEAN,1376,3
ACTIVE_DAYS_CREDIT_VAR,1364,3
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,1923,3
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,1415,3
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,1578,3
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,2209,3
ACTIVE_CREDIT_DAY_OVERDUE_MAX,83,3
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,52,3
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,738,3
ACTIVE_AMT_CREDIT_SUM_MAX,1005,3
ACTIVE_AMT_CREDIT_SUM_MEAN,1320,3
ACTIVE_AMT_CREDIT_SUM_SUM,1381,3
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,863,3
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1416,3
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,895,3
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,113,3
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,622,3
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,365,3
ACTIVE_AMT_ANNUITY_MAX,400,3
ACTIVE_AMT_ANNUITY_MEAN,396,3
ACTIVE_CNT_CREDIT_PROLONG_SUM,46,3
ACTIVE_MONTHS_BALANCE_MIN_MIN,288,3
ACTIVE_MONTHS_BALANCE_MAX_MAX,165,3
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,475,3
ACTIVE_MONTHS_BALANCE_SIZE_SUM,449,3
CLOSED_DAYS_CREDIT_MIN,1007,3
CLOSED_DAYS_CREDIT_MAX,1912,3
CLOSED_DAYS_CREDIT_MEAN,1074,3
CLOSED_DAYS_CREDIT_VAR,1516,3
CLOSED_DAYS_CREDIT_ENDDATE_MIN,1055,3
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1791,3
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,1230,3
CLOSED_DAYS_CREDIT_UPDATE_MEAN,1454,3
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,3
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,3
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,943,3
CLOSED_AMT_CREDIT_SUM_MAX,1210,3
CLOSED_AMT_CREDIT_SUM_MEAN,1464,3
CLOSED_AMT_CREDIT_SUM_SUM,1297,3
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,64,3
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,74,3
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,125,3
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,3
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,128,3
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,50,3
CLOSED_AMT_ANNUITY_MAX,302,3
CLOSED_AMT_ANNUITY_MEAN,282,3
CLOSED_CNT_CREDIT_PROLONG_SUM,18,3
CLOSED_MONTHS_BALANCE_MIN_MIN,333,3
CLOSED_MONTHS_BALANCE_MAX_MAX,172,3
CLOSED_MONTHS_BALANCE_SIZE_MEAN,619,3
CLOSED_MONTHS_BALANCE_SIZE_SUM,515,3
PREV_AMT_ANNUITY_MIN,1276,3
PREV_AMT_ANNUITY_MAX,917,3
PREV_AMT_ANNUITY_MEAN,1243,3
PREV_AMT_APPLICATION_MIN,586,3
PREV_AMT_APPLICATION_MAX,486,3
PREV_AMT_APPLICATION_MEAN,987,3
PREV_AMT_CREDIT_MIN,815,3
PREV_AMT_CREDIT_MAX,780,3
PREV_AMT_CREDIT_MEAN,1072,3
PREV_APP_CREDIT_PERC_MIN,1029,3
PREV_APP_CREDIT_PERC_MAX,837,3
PREV_APP_CREDIT_PERC_MEAN,1220,3
PREV_APP_CREDIT_PERC_VAR,1716,3
PREV_AMT_DOWN_PAYMENT_MIN,460,3
PREV_AMT_DOWN_PAYMENT_MAX,989,3
PREV_AMT_DOWN_PAYMENT_MEAN,828,3
PREV_AMT_GOODS_PRICE_MIN,858,3
PREV_AMT_GOODS_PRICE_MAX,222,3
PREV_AMT_GOODS_PRICE_MEAN,876,3
PREV_HOUR_APPR_PROCESS_START_MIN,507,3
PREV_HOUR_APPR_PROCESS_START_MAX,576,3
PREV_HOUR_APPR_PROCESS_START_MEAN,1533,3
PREV_RATE_DOWN_PAYMENT_MIN,498,3
PREV_RATE_DOWN_PAYMENT_MAX,700,3
PREV_RATE_DOWN_PAYMENT_MEAN,1001,3
PREV_DAYS_DECISION_MIN,776,3
PREV_DAYS_DECISION_MAX,1579,3
PREV_DAYS_DECISION_MEAN,1151,3
PREV_CNT_PAYMENT_MEAN,1313,3
PREV_CNT_PAYMENT_SUM,637,3
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,309,3
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,183,3
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,267,3
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,3
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,3
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,897,3
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,819,3
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,764,3
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,595,3
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,924,3
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,760,3
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,870,3
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,50,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,14,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,3,3
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home_land_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,26,3
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,41,3
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,32,3
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,26,3
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Gasification_water_supply_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,6,3
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,51,3
PREV_NAME_CASH_LOAN_PURPOSE_Money_for_a_third_person_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,123,3
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,6,3
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Refusal_to_name_the_goal_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,161,3
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,131,3
PREV_NAME_CASH_LOAN_PURPOSE_Wedding_gift_holiday_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,96,3
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,462,3
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,3
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,496,3
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,295,3
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,361,3
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,109,3
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,3
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,608,3
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,3
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,102,3
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,679,3
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,3
PREV_CODE_REJECT_REASON_CLIENT_MEAN,7,3
PREV_CODE_REJECT_REASON_HC_MEAN,294,3
PREV_CODE_REJECT_REASON_LIMIT_MEAN,160,3
PREV_CODE_REJECT_REASON_SCO_MEAN,218,3
PREV_CODE_REJECT_REASON_SCOFR_MEAN,65,3
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,3
PREV_CODE_REJECT_REASON_VERIF_MEAN,35,3
PREV_CODE_REJECT_REASON_XAP_MEAN,308,3
PREV_CODE_REJECT_REASON_XNA_MEAN,16,3
PREV_CODE_REJECT_REASON_nan_MEAN,0,3
PREV_NAME_TYPE_SUITE_Children_MEAN,192,3
PREV_NAME_TYPE_SUITE_Family_MEAN,734,3
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,18,3
PREV_NAME_TYPE_SUITE_Other_A_MEAN,93,3
PREV_NAME_TYPE_SUITE_Other_B_MEAN,125,3
PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,334,3
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,991,3
PREV_NAME_TYPE_SUITE_nan_MEAN,1120,3
PREV_NAME_CLIENT_TYPE_New_MEAN,508,3
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,446,3
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,497,3
PREV_NAME_CLIENT_TYPE_XNA_MEAN,2,3
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Additional_Service_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN,375,3
PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN,34,3
PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN,93,3
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,460,3
PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN,119,3
PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN,363,3
PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,250,3
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,68,3
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,8,3
PREV_NAME_GOODS_CATEGORY_House_Construction_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,42,3
PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN,29,3
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,11,3
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,442,3
PREV_NAME_GOODS_CATEGORY_Office_Appliances_MEAN,9,3
PREV_NAME_GOODS_CATEGORY_Other_MEAN,20,3
PREV_NAME_GOODS_CATEGORY_Photo_Cinema_Equipment_MEAN,243,3
PREV_NAME_GOODS_CATEGORY_Sport_and_Leisure_MEAN,58,3
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,2,3
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,60,3
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,247,3
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,3
PREV_NAME_PORTFOLIO_Cards_MEAN,217,3
PREV_NAME_PORTFOLIO_Cars_MEAN,0,3
PREV_NAME_PORTFOLIO_Cash_MEAN,374,3
PREV_NAME_PORTFOLIO_POS_MEAN,333,3
PREV_NAME_PORTFOLIO_XNA_MEAN,370,3
PREV_NAME_PORTFOLIO_nan_MEAN,0,3
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,553,3
PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,291,3
PREV_NAME_PRODUCT_TYPE_x_sell_MEAN,445,3
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,3
PREV_CHANNEL_TYPE_AP_Cash_loan__MEAN,233,3
PREV_CHANNEL_TYPE_Car_dealer_MEAN,0,3
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,63,3
PREV_CHANNEL_TYPE_Contact_center_MEAN,276,3
PREV_CHANNEL_TYPE_Country_wide_MEAN,793,3
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,546,3
PREV_CHANNEL_TYPE_Regional_Local_MEAN,403,3
PREV_CHANNEL_TYPE_Stone_MEAN,579,3
PREV_CHANNEL_TYPE_nan_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,85,3
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,87,3
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,564,3
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,229,3
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,745,3
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,167,3
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,158,3
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,14,3
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,321,3
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,3
PREV_NAME_YIELD_GROUP_XNA_MEAN,549,3
PREV_NAME_YIELD_GROUP_high_MEAN,903,3
PREV_NAME_YIELD_GROUP_low_action_MEAN,309,3
PREV_NAME_YIELD_GROUP_low_normal_MEAN,829,3
PREV_NAME_YIELD_GROUP_middle_MEAN,1017,3
PREV_NAME_YIELD_GROUP_nan_MEAN,0,3
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,223,3
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,231,3
PREV_PRODUCT_COMBINATION_Cash_MEAN,326,3
PREV_PRODUCT_COMBINATION_Cash_Street_high_MEAN,179,3
PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,200,3
PREV_PRODUCT_COMBINATION_Cash_Street_middle_MEAN,167,3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_high_MEAN,302,3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,378,3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_middle_MEAN,355,3
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,599,3
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,217,3
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,280,3
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,76,3
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,444,3
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,150,3
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,222,3
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,11,3
PREV_PRODUCT_COMBINATION_nan_MEAN,0,3
APPROVED_AMT_ANNUITY_MIN,1068,3
APPROVED_AMT_ANNUITY_MAX,907,3
APPROVED_AMT_ANNUITY_MEAN,1177,3
APPROVED_AMT_APPLICATION_MIN,799,3
APPROVED_AMT_APPLICATION_MAX,633,3
APPROVED_AMT_APPLICATION_MEAN,693,3
APPROVED_AMT_CREDIT_MIN,978,3
APPROVED_AMT_CREDIT_MAX,827,3
APPROVED_AMT_CREDIT_MEAN,775,3
APPROVED_APP_CREDIT_PERC_MIN,1025,3
APPROVED_APP_CREDIT_PERC_MAX,730,3
APPROVED_APP_CREDIT_PERC_MEAN,1156,3
APPROVED_APP_CREDIT_PERC_VAR,1675,3
APPROVED_AMT_DOWN_PAYMENT_MIN,532,3
APPROVED_AMT_DOWN_PAYMENT_MAX,972,3
APPROVED_AMT_DOWN_PAYMENT_MEAN,705,3
APPROVED_AMT_GOODS_PRICE_MIN,779,3
APPROVED_AMT_GOODS_PRICE_MAX,325,3
APPROVED_AMT_GOODS_PRICE_MEAN,592,3
APPROVED_HOUR_APPR_PROCESS_START_MIN,475,3
APPROVED_HOUR_APPR_PROCESS_START_MAX,514,3
APPROVED_HOUR_APPR_PROCESS_START_MEAN,1092,3
APPROVED_RATE_DOWN_PAYMENT_MIN,512,3
APPROVED_RATE_DOWN_PAYMENT_MAX,723,3
APPROVED_RATE_DOWN_PAYMENT_MEAN,815,3
APPROVED_DAYS_DECISION_MIN,867,3
APPROVED_DAYS_DECISION_MAX,1959,3
APPROVED_DAYS_DECISION_MEAN,1160,3
APPROVED_CNT_PAYMENT_MEAN,1223,3
APPROVED_CNT_PAYMENT_SUM,969,3
REFUSED_AMT_ANNUITY_MIN,619,3
REFUSED_AMT_ANNUITY_MAX,482,3
REFUSED_AMT_ANNUITY_MEAN,453,3
REFUSED_AMT_APPLICATION_MIN,273,3
REFUSED_AMT_APPLICATION_MAX,259,3
REFUSED_AMT_APPLICATION_MEAN,294,3
REFUSED_AMT_CREDIT_MIN,529,3
REFUSED_AMT_CREDIT_MAX,280,3
REFUSED_AMT_CREDIT_MEAN,269,3
REFUSED_APP_CREDIT_PERC_MIN,425,3
REFUSED_APP_CREDIT_PERC_MAX,351,3
REFUSED_APP_CREDIT_PERC_MEAN,508,3
REFUSED_APP_CREDIT_PERC_VAR,429,3
REFUSED_AMT_DOWN_PAYMENT_MIN,97,3
REFUSED_AMT_DOWN_PAYMENT_MAX,264,3
REFUSED_AMT_DOWN_PAYMENT_MEAN,132,3
REFUSED_AMT_GOODS_PRICE_MIN,330,3
REFUSED_AMT_GOODS_PRICE_MAX,192,3
REFUSED_AMT_GOODS_PRICE_MEAN,383,3
REFUSED_HOUR_APPR_PROCESS_START_MIN,256,3
REFUSED_HOUR_APPR_PROCESS_START_MAX,265,3
REFUSED_HOUR_APPR_PROCESS_START_MEAN,522,3
REFUSED_RATE_DOWN_PAYMENT_MIN,153,3
REFUSED_RATE_DOWN_PAYMENT_MAX,215,3
REFUSED_RATE_DOWN_PAYMENT_MEAN,136,3
REFUSED_DAYS_DECISION_MIN,548,3
REFUSED_DAYS_DECISION_MAX,739,3
REFUSED_DAYS_DECISION_MEAN,480,3
REFUSED_CNT_PAYMENT_MEAN,357,3
REFUSED_CNT_PAYMENT_SUM,344,3
POS_MONTHS_BALANCE_MAX,825,3
POS_MONTHS_BALANCE_MEAN,1354,3
POS_MONTHS_BALANCE_SIZE,1068,3
POS_SK_DPD_MAX,282,3
POS_SK_DPD_MEAN,534,3
POS_SK_DPD_DEF_MAX,199,3
POS_SK_DPD_DEF_MEAN,456,3
POS_NAME_CONTRACT_STATUS_Active_MEAN,1526,3
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Approved_MEAN,57,3
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Completed_MEAN,1422,3
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,100,3
POS_NAME_CONTRACT_STATUS_Signed_MEAN,525,3
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,3
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,3
POS_COUNT,55,3
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,408,3
INSTAL_DPD_MAX,620,3
INSTAL_DPD_MEAN,1265,3
INSTAL_DPD_SUM,722,3
INSTAL_DBD_MAX,1825,3
INSTAL_DBD_MEAN,2355,3
INSTAL_DBD_SUM,1668,3
INSTAL_PAYMENT_PERC_MAX,151,3
INSTAL_PAYMENT_PERC_MEAN,990,3
INSTAL_PAYMENT_PERC_SUM,757,3
INSTAL_PAYMENT_PERC_VAR,989,3
INSTAL_PAYMENT_DIFF_MAX,830,3
INSTAL_PAYMENT_DIFF_MEAN,774,3
INSTAL_PAYMENT_DIFF_SUM,796,3
INSTAL_PAYMENT_DIFF_VAR,834,3
INSTAL_AMT_INSTALMENT_MAX,1120,3
INSTAL_AMT_INSTALMENT_MEAN,1233,3
INSTAL_AMT_INSTALMENT_SUM,893,3
INSTAL_AMT_PAYMENT_MIN,1785,3
INSTAL_AMT_PAYMENT_MAX,926,3
INSTAL_AMT_PAYMENT_MEAN,1289,3
INSTAL_AMT_PAYMENT_SUM,1249,3
INSTAL_DAYS_ENTRY_PAYMENT_MAX,2031,3
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,1273,3
INSTAL_DAYS_ENTRY_PAYMENT_SUM,1226,3
INSTAL_COUNT,648,3
CC_MONTHS_BALANCE_MIN,42,3
CC_MONTHS_BALANCE_MAX,45,3
CC_MONTHS_BALANCE_MEAN,130,3
CC_MONTHS_BALANCE_SUM,164,3
CC_MONTHS_BALANCE_VAR,88,3
CC_AMT_BALANCE_MIN,108,3
CC_AMT_BALANCE_MAX,112,3
CC_AMT_BALANCE_MEAN,90,3
CC_AMT_BALANCE_SUM,87,3
CC_AMT_BALANCE_VAR,161,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,147,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,74,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,520,3
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,445,3
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,406,3
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,1,3
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,283,3
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,311,3
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,285,3
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,222,3
CC_AMT_DRAWINGS_CURRENT_MIN,181,3
CC_AMT_DRAWINGS_CURRENT_MAX,152,3
CC_AMT_DRAWINGS_CURRENT_MEAN,129,3
CC_AMT_DRAWINGS_CURRENT_SUM,280,3
CC_AMT_DRAWINGS_CURRENT_VAR,162,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,81,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,17,3
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,20,3
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,39,3
CC_AMT_DRAWINGS_POS_CURRENT_MIN,35,3
CC_AMT_DRAWINGS_POS_CURRENT_MAX,235,3
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,207,3
CC_AMT_DRAWINGS_POS_CURRENT_SUM,194,3
CC_AMT_DRAWINGS_POS_CURRENT_VAR,211,3
CC_AMT_INST_MIN_REGULARITY_MIN,72,3
CC_AMT_INST_MIN_REGULARITY_MAX,82,3
CC_AMT_INST_MIN_REGULARITY_MEAN,141,3
CC_AMT_INST_MIN_REGULARITY_SUM,185,3
CC_AMT_INST_MIN_REGULARITY_VAR,259,3
CC_AMT_PAYMENT_CURRENT_MIN,313,3
CC_AMT_PAYMENT_CURRENT_MAX,313,3
CC_AMT_PAYMENT_CURRENT_MEAN,518,3
CC_AMT_PAYMENT_CURRENT_SUM,254,3
CC_AMT_PAYMENT_CURRENT_VAR,347,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,56,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,207,3
